price,bedrooms,bathrooms,sqft,location
323000,3,1.75,2100,98042
345500,3,1,1350,98177
378000,4,1.5,2140,98118
650000,4,2,2208,98116
385000,3,2,1010,98074
425000,2,1,970,98102
210000,4,2,1520,98022
630000,4,2.5,2740,98077
335000,3,1.75,1570,98146
196500,3,1,1320,98001
582800,4,2.75,2550,98074
440000,3,1.75,1560,98034
752500,4,2.25,2360,98033
532500,3,1.75,1330,98116
265000,3,1,1070,98198
397500,3,1.25,1510,98125
524250,3,2.5,1710,98029
765000,4,2.75,2790,98027
648000,4,2.5,2620,98074
469500,5,2.5,2970,98031
237500,3,1.75,1050,98023
216000,3,1,1280,98003
427200,3,1,1030,98056
280000,3,2.25,1900,98055
718000,5,3,3070,98006
420000,2,2.75,1760,98065
379000,2,1,930,98117
326100,2,1,880,98177
535000,3,2.5,1360,98115
283000,4,2.75,2130,98022
260000,3,1,1480,98168
399000,4,1,1500,98126
484950,3,2.25,1670,98029
640000,4,1.75,2060,98005
585000,4,2.5,2160,98115
645000,4,2,2780,98125
253000,3,2,1490,98003
178500,2,1,740,98146
291000,4,2.5,1860,98038
199950,2,2.75,1590,98001
553500,2,1,850,98105
189950,2,1,1030,98038
289000,3,2,1850,98001
700000,4,2,1830,98105
270000,3,2,1560,98058
258000,4,1.75,1730,98023
530000,3,2.5,1930,98125
245000,3,2.25,1422,98092
563000,3,2,1380,98117
515000,3,2.5,2430,98065
325000,4,2.5,2610,98023
540000,3,2.25,2000,98024
280300,2,1,920,98103
460000,4,1.75,1750,98117
475000,3,1.75,2020,98072
900000,4,2.25,2460,98007
538200,4,3,1780,98008
429000,2,1,1080,98122
164808,3,1,1250,98178
520000,4,2.25,1870,98052
475000,3,1.75,1700,98125
283000,4,1.5,1480,98168
321500,4,2.5,1930,98030
840000,4,2.75,3130,98077
287000,3,2.25,1370,98038
375000,3,1.75,960,98052
349500,3,1.75,1260,98034
446450,3,1.5,1480,98126
315000,4,2.5,1930,98031
271310,2,1,870,98144
315000,4,1,1300,98133
245000,3,1.75,1490,98030
543115,2,1,1380,98199
900000,4,2,1190,98117
2.45E+06,4,4.25,4250,98144
554000,2,2,1920,98053
249900,3,1.75,2080,98001
768000,3,2.5,3220,98006
980000,4,3,3680,98199
395000,5,2.5,2070,98146
415000,3,1.75,1480,98103
380000,4,2.5,2000,98038
566000,3,2.5,1560,98075
218500,2,1,1600,98002
550000,4,2.5,1940,98052
512031,3,1.75,1540,98117
197500,2,1,820,98055
470000,3,2.25,1780,98033
590000,3,1.75,1560,98053
465000,4,2.25,2210,98011
499000,2,1.75,2040,98027
515000,3,2.25,1920,98006
716500,3,1.75,1930,98105
410000,3,2,1700,98199
850000,4,3.25,3450,98136
1.05E+06,4,3.25,3440,98033
648000,4,2.5,2380,98075
620000,4,2.25,2400,98117
935000,4,4.5,5670,98010
379000,3,1,1140,98034
699000,3,1.75,1670,98199
528000,4,2.25,1910,98125
425000,3,1.75,1560,98056
249500,2,1.75,1500,98042
1.04E+06,5,3.25,4475,98053
790000,4,2.75,2840,98136
399950,3,1,1020,98027
275000,3,1.5,1410,98133
550000,3,1,1520,98109
140000,1,1,730,98055
250000,3,1,1190,98108
318000,3,2.25,1410,98198
505000,2,1,1240,98075
470500,5,2.5,2500,98006
360000,3,1,1050,98125
1.24E+06,4,2.75,2680,98006
986000,3,2.5,2380,98136
515000,2,1,1060,98112
320000,3,1.75,2300,98168
310000,4,3,2010,98178
356700,2,1,1090,98126
775000,4,1.75,2320,98199
325000,3,1,1040,98133
208000,4,2.75,1810,98198
825000,2,1,1150,98178
515000,3,2.5,2360,98003
490000,3,1.5,1970,98122
675000,4,3,2690,98166
360000,4,2.5,2080,98144
550000,4,2.5,2080,98144
225000,3,1.5,1370,98168
500000,3,2.75,3410,98058
385000,4,2,1850,98059
837700,5,2.75,3010,98052
448000,3,2.25,1530,98053
730000,5,1.75,2690,98004
575000,4,1.5,2810,98136
430000,3,1.75,1810,98034
435000,3,2.5,1560,98053
241000,3,1,1010,98092
453500,2,1.75,1000,98109
285000,2,1.5,990,98133
151000,2,1,720,98056
1.57E+06,5,4.5,6070,98059
631000,5,2,2270,98122
285000,2,2.5,1380,98126
195000,3,1,1260,98023
817500,4,2.5,2910,98075
550000,3,2,1810,98007
1.13E+06,4,2.5,3160,98033
609850,2,2.75,1910,98119
200000,3,1,1230,98106
367000,4,2.5,2960,98038
285167,3,2.25,2200,98092
275000,2,1.5,1270,98003
350900,4,2.5,2540,98030
660000,4,3.25,3030,98029
525000,3,1.75,1520,98008
262000,4,2.5,1560,98168
690000,2,1,970,98103
624000,5,3.75,3570,98019
353000,3,1,1350,98125
552500,4,3.5,3710,98056
224500,4,1,1430,98092
239000,3,1,940,98146
975000,5,4.5,4300,98029
1.20E+06,4,1.75,3990,98059
505000,3,1,1380,98112
302000,4,1.75,2020,98059
170000,3,1,1480,98106
195000,2,1,1190,98027
272000,5,1.5,2550,98056
369000,5,1.5,2550,98056
332500,3,1.5,1500,98125
515000,3,2.5,3000,98008
269000,3,1,1690,98178
1.28E+06,4,4,4390,98059
303000,3,2.5,1560,98055
420000,7,3,2940,98155
400000,3,1,1130,98117
225000,3,1,1020,98022
219000,2,2,1310,98038
605000,3,2.5,2570,98011
625000,4,2,2020,98115
380000,5,2,1680,98144
620000,4,2,1770,98007
687500,4,2.75,3190,98075
225500,4,2,1440,98058
252500,3,2,1150,98178
510000,3,2.5,1860,98029
510000,4,2.5,2430,98155
725000,3,2.5,1940,98109
75000,1,0,670,98022
492000,2,1,880,98103
425000,4,2.5,1930,98072
1.96E+06,4,2.75,3120,98034
298900,3,2.5,1830,98092
699000,4,2.5,3230,98027
310000,2,1,700,98103
350000,3,1.75,1010,98033
790000,4,1.75,2460,98178
305000,4,2.5,2230,98031
315000,3,2.5,1570,98118
267500,5,3.5,2390,98042
1.75E+06,4,3.25,3460,98115
435000,6,3.5,2400,98034
482500,6,4.5,2940,98034
5.11E+06,5,5.25,8010,98033
439995,3,1.75,1570,98133
460000,3,3,1520,98034
194000,3,1,1070,98023
290000,2,0.75,440,98070
274700,4,2,2440,98031
900000,4,2.5,2660,98105
1.15E+06,4,4,4460,98053
605000,3,2.5,2010,98027
359000,3,2.5,1450,98065
850000,3,1.75,1400,98004
505000,3,2,1500,98107
565000,3,2.5,2500,98072
585000,2,1.75,1280,98118
328000,4,3.25,3380,98198
749950,4,2.75,2910,98177
826000,4,2.5,3060,98027
535000,3,1,1330,98024
925000,4,2.5,3300,98029
875000,3,3.5,3250,98136
902000,4,2.25,2530,98006
423000,3,1,1830,98133
235000,3,1,1170,98059
545000,2,2,2930,98070
343000,2,1,1230,98133
334950,3,2.5,1620,98058
405000,3,1.75,1760,98118
220000,4,1,1440,98188
173000,2,1,1740,98168
655000,3,1,1270,98119
406000,2,1,880,98115
632000,6,2.5,2560,98125
357000,5,2.75,1540,98106
361000,3,1.75,1150,98014
277000,2,1,770,98155
630000,4,3.75,4610,98027
254000,3,2.5,1850,98042
472800,3,2.25,1840,98006
263000,3,1.75,1490,98118
510000,3,1.75,1490,98118
179950,3,1,960,98003
525000,4,2.25,1580,98027
479000,3,2.5,1260,98109
651000,3,2,1940,98116
949000,4,1.75,2490,98033
392400,5,2.5,2520,98155
585000,4,1.75,1760,98115
460000,4,2.5,4190,98058
470000,3,1,1170,98199
245000,3,2.5,1600,98038
500000,4,2,2760,98155
455000,3,2.5,2090,98011
485500,4,2.5,2320,98065
1.88E+06,5,3.25,4110,98122
100000,2,1,770,98001
307000,3,1.75,1410,98014
475000,4,3.5,3660,98023
330000,4,2.5,2180,98011
130000,3,1,1110,98033
320000,3,2.5,2280,98001
735000,4,2.5,2820,98118
365000,4,2.5,1570,98155
234000,3,1.5,1200,98042
211000,4,2,1710,98031
680000,6,3.5,3000,98118
457000,4,3,2800,98038
349000,3,2.25,1640,98034
360000,3,2.75,2030,98108
350000,4,2.5,2530,98042
208000,3,1,990,98002
250275,2,1,790,98166
435000,2,1,790,98166
270000,3,1.75,1800,98030
438000,3,1.75,1650,98028
659000,4,2,1980,98072
645000,4,2.75,2340,98126
685100,4,2.5,2790,98074
350000,7,3,2800,98056
375000,2,1,1840,98072
170000,3,1.5,1350,98092
880000,4,2.5,3030,98117
410500,4,2.5,1980,98014
780000,4,2.5,3690,98075
1.23E+06,5,4.5,3732,98112
449000,2,1.75,1510,98053
546000,3,1.75,2000,98117
317000,3,2,1760,98058
276900,3,1,1270,98056
399000,5,2,2620,98133
495000,5,2.75,2630,98027
258000,3,1.75,2270,98023
600000,2,2.5,2410,98024
265000,3,2.75,1120,98103
321000,5,2.75,3030,98032
682000,5,2.25,2120,98109
295700,4,2.5,1720,98092
609000,4,2.5,2150,98052
995000,3,4.5,4380,98166
530000,3,2.25,2010,98029
614000,5,2.5,3150,98118
390000,3,2.5,2500,98092
467000,3,2.5,1690,98053
484000,6,2.5,3300,98059
340000,3,2.5,1240,98103
302495,3,2.5,2200,98030
532500,3,1.75,1620,98117
441500,3,2.5,2420,98059
470000,4,2.5,2680,98198
2.30E+06,4,3.25,4250,98004
590000,3,2.5,2400,98058
320000,3,1.75,2300,98133
363000,2,2,920,98144
747500,4,2.25,2350,98028
750000,2,2.5,2630,98053
831000,4,3,2170,98112
403000,3,2.5,1700,98065
445000,3,2.5,2470,98056
345000,3,1,1250,98072
2.26E+06,3,3.5,3110,98004
371025,3,2,1530,98011
355000,2,1,960,98136
270000,3,1,1240,98058
425000,4,2.75,2440,98198
364808,3,1.75,2320,98058
320000,3,2.25,1580,98058
325000,4,2.5,2963,98030
350000,3,2.25,2470,98058
170000,3,1.5,1370,98168
255000,2,1,960,98070
550000,3,1,1130,98117
835000,4,4.25,4930,98092
420000,3,1,1150,98116
925000,4,2.5,2190,98040
389250,2,1.5,1490,98126
748000,3,2.5,2600,98033
284000,3,1.75,1530,98042
588000,4,2,1680,98115
372500,3,1.75,1680,98133
285000,4,3,1900,98042
360000,3,1,1570,98177
275000,3,1,1370,98024
428000,2,2,1350,98053
847000,6,2.5,3010,98177
316000,3,1,1010,98019
375000,3,2.5,2050,98003
533000,3,1,1670,98115
556000,5,2.5,3840,98023
225000,4,2,2220,98042
537250,4,2.5,2590,98155
255000,3,1,1180,98058
530000,4,2.5,2950,98059
5.30E+06,6,6,7390,98040
595000,3,2.75,2150,98014
548000,4,2,2100,98008
234975,3,1.75,1650,98092
600000,3,1.75,1620,98102
432000,4,1,1750,98072
455000,3,1.5,1380,98034
279950,3,1.75,1510,98155
267500,3,1.5,1600,98030
620000,4,2.5,1840,98038
110000,2,1,830,98166
625000,3,3.5,1810,98122
389000,2,1,910,98115
1.20E+06,4,2,2120,98112
788500,4,2.25,2510,98027
567000,5,2.25,2100,98033
515000,2,2.25,2690,98023
605000,4,2.5,2430,98155
430000,4,3.75,2452,98055
805000,2,1.75,1550,98199
567500,3,2.5,2080,98074
647500,3,1.75,1290,98144
495000,2,1.75,1850,98122
825000,4,2.5,3370,98027
435000,4,2.25,2730,98058
445950,3,1.75,1300,98034
960000,5,2.75,3040,98006
780000,4,3,2440,98103
274500,3,2.25,1720,98023
729953,5,3,3230,98133
464950,3,1.5,1200,98109
620000,4,1.75,2350,98005
735000,4,3.5,3100,98075
450000,4,2.25,2040,98133
450000,4,1,2000,98118
842500,4,2.5,2160,98122
360000,3,2,1970,98058
585000,3,2.5,2270,98070
461000,3,2.25,1850,98033
345000,2,1,1350,98126
1.08E+06,3,2.5,3280,98115
643000,4,2.5,2270,98029
690000,4,2.5,2820,98074
282000,4,1,1200,98155
549000,3,1.75,2000,98117
815000,3,2,2310,98199
2.20E+06,5,4.25,4640,98052
700000,3,2.25,2330,98052
933399,3,2.5,3940,98052
290000,3,1,1440,98055
372000,4,1.75,1960,98045
450000,2,1.75,1250,98103
303700,3,2.5,1981,98030
672000,4,2.5,2440,98029
334000,4,1.5,1150,98034
260000,2,1,1120,98178
749950,3,1.75,1800,98119
330000,4,2.25,2380,98022
830000,5,3,2920,98103
1.13E+06,3,2.25,2790,98166
320000,3,1,1560,98155
260000,2,1,1550,98038
225000,3,2,1700,98146
279200,1,1,640,98117
520000,4,3.5,2680,98125
505000,3,2.5,1860,98029
234000,3,1.75,1490,98042
503000,4,2.5,2470,98155
606000,4,2.25,2390,98033
433500,3,1,1230,98115
250000,3,1.5,2840,98056
719000,3,2.5,2120,98006
381000,3,2,1770,98166
267000,3,2.5,2495,98001
275000,1,0.75,1170,98022
651000,4,2.5,2740,98074
439000,2,1,1050,98115
325000,2,1,1130,98146
490000,2,1,880,98115
519900,4,2.5,2403,98028
545000,4,2.75,3410,98038
1.06E+06,4,4,5320,98075
542000,4,1.75,1900,98006
465000,4,1.75,1810,98077
408000,2,2,1200,98053
292000,4,2.5,2060,98030
253000,3,1.75,1250,98010
280000,2,1,910,98106
658588,3,2.25,2560,98027
635000,4,2.25,1920,98005
439000,4,2.25,2240,98011
300000,3,2.5,1260,98059
345000,3,1.5,1360,98198
283500,4,2.25,2100,98055
425000,2,1,2110,98103
685000,3,1.75,2210,98033
750000,3,2.5,2360,98006
245000,4,1.5,1280,98178
585444,6,3.75,2740,98144
706000,4,2.5,2740,98033
445000,4,2,2630,98146
241000,3,2,1650,98023
1.18E+06,2,2.5,1770,98155
530000,3,1,1500,98126
350000,3,1.5,1430,98133
1.70E+06,4,3.75,3190,98178
389000,3,1,1280,98072
799000,4,2.75,2390,98115
1.40E+06,4,2.5,4040,98199
340895,2,1,920,98155
780000,4,2.5,2730,98074
350000,2,1.5,1320,98001
470000,3,2.5,2620,98065
914600,4,3,3180,98072
354000,4,2.5,2900,98042
470000,5,2,1900,98033
715000,3,2,1760,98103
265000,2,1,760,98108
2.54E+06,4,3,3710,98105
640000,3,1,1530,98103
290000,4,1.75,1990,98168
480000,5,4.75,3830,98077
535000,3,2,2040,98144
907000,3,1.75,2170,98033
459000,3,1.75,1620,98034
1.36E+06,3,2.5,3600,98008
264950,3,1.5,1470,98030
352950,3,1,1760,98103
491500,3,2.25,2230,98006
1.23E+06,4,3.5,3770,98007
369500,3,1,1200,98155
566000,3,2.5,2090,98052
290000,3,2.25,1500,98055
5.35E+06,5,5,8000,98004
180000,3,1,870,98042
215000,2,1,1010,98133
302000,2,1,1010,98133
352500,3,1.75,1860,98198
235867,4,2,1330,98056
500000,3,2.25,1760,98074
382000,3,2.25,1800,98019
515000,5,2.5,1690,98117
250000,1,1,660,98144
672500,3,2.25,2400,98117
755000,3,2.25,3020,98052
707500,3,1,1500,98109
459000,4,2,1560,98117
140000,3,1,1090,98032
495000,2,1,970,98103
757000,3,3.25,3190,98029
765000,3,3.25,3190,98029
359000,4,1.5,1890,98125
440000,3,1,1050,98136
400000,4,1.5,1390,98133
652000,3,2,1700,98117
260000,3,1.75,1050,98166
1.33E+06,5,3,3340,98040
519500,4,2,1540,98027
650000,3,1,1710,98103
280000,4,2.25,2100,98003
515000,4,1.75,1730,98007
400000,3,2.25,1500,98034
652100,3,2.5,2380,98074
235000,6,3,2180,98003
701000,4,1.5,1840,98118
640000,4,2.5,2341,98052
455800,3,2.5,1690,98053
504750,3,2.5,2490,98014
483000,3,3,2440,98074
530000,3,0.75,920,98070
250000,2,1,1030,98146
229950,5,2.75,2000,98023
884744,4,3.5,4210,98074
514000,3,1.5,1610,98052
532000,3,2.25,1910,98027
423000,4,2.5,2660,98059
420000,2,1,820,98126
521000,3,1.75,1730,98011
577000,4,2.25,2360,98033
425000,3,1,970,98007
495000,4,2.5,2460,98028
340000,3,2.5,2690,98023
499950,3,3.5,1820,98144
1.22E+06,4,3,3470,98116
720000,4,2.75,3370,98056
249000,3,1.5,1700,98031
206135,3,1,1340,98030
300000,5,2.75,2000,98055
612000,6,3,3840,98178
1.10E+06,5,2.5,3890,98177
230000,4,2,1220,98023
850000,3,1,2280,98119
355000,4,2.5,2770,98001
442000,4,2.5,2520,98059
399000,4,3,3060,98042
360000,4,2.5,2390,98092
390000,3,1.75,1320,98058
413000,5,2.5,2900,98011
190000,2,1,700,98118
432900,3,2.5,2210,98045
621138,3,2.25,2180,98074
270000,3,2.25,2080,98042
610000,4,2.25,2090,98075
500000,3,2,1720,98108
715000,4,2.25,2460,98053
264000,3,1.5,1470,98042
550000,3,1.75,1650,98102
337000,3,2,1690,98042
170000,3,1,970,98198
405000,4,2.5,2030,98034
775000,4,2.5,2540,98052
425000,3,2.25,1570,98034
713000,5,2.75,2580,98007
555000,5,2.5,2090,98008
810000,4,2.5,3260,98029
1.25E+06,4,3.75,3830,98077
819000,3,3.5,2130,98199
409900,3,2.5,1690,98106
935000,2,2.5,1780,98004
657500,4,1.75,1620,98117
900000,6,3.75,4210,98059
932800,5,3.25,2980,98115
391000,3,2,1490,98006
420000,4,2.5,2110,98059
1.30E+06,6,3.5,6563,98005
415000,3,1.5,1510,98133
350000,3,1.75,1830,98146
375000,2,1,1230,98107
860000,3,1.75,2180,98033
495000,4,2.25,2220,98006
250000,4,2.25,1730,98001
365000,4,2.25,1990,98058
503000,3,2.75,1540,98034
150000,2,1,1100,98058
450000,4,1.75,1640,98105
355000,4,3,2590,98001
245000,3,2,1450,98003
265900,3,2,1180,98031
299000,4,2.5,1820,98058
957500,4,2.25,2360,98040
343000,3,1,1120,98034
307500,3,2.25,1646,98038
937500,5,3.75,4210,98065
610000,3,3,2480,98077
720000,3,1.5,1590,98136
610000,4,2,2130,98103
434500,3,1.75,1650,98034
602500,2,2.5,3090,98058
607010,4,2.5,2180,98118
610000,3,1,1800,98117
828500,4,2.5,3720,98072
199990,3,1,1100,98023
294000,3,1.75,1530,98038
789500,4,2.5,3010,98052
797000,3,3.5,3500,98075
539950,5,3,3100,98065
284950,4,1.5,2000,98198
776500,4,1.5,2290,98033
525000,4,2.5,2400,98034
303000,3,2.5,1850,98092
722080,3,3.25,3680,98074
140000,3,1,1060,98198
235000,3,1,1060,98198
440000,3,1,1610,98103
605000,3,1.75,2330,98126
380000,2,1,1210,98108
352000,4,1,1530,98106
420000,4,2.25,2270,98072
1.18E+06,4,2,2590,98199
1.38E+06,3,1.5,1850,98004
300000,3,1.5,1500,98168
1.15E+06,4,3.25,4740,98053
453500,2,1.5,1710,98136
443500,3,2,1920,98177
332000,2,1,1150,98155
655000,3,2.5,2320,98075
475000,4,1,1420,98115
372500,3,1.75,1550,98045
1.05E+06,4,2.5,2920,98144
500000,3,1.75,1620,98115
900000,6,2.75,2300,98040
327500,3,1,1070,98118
390000,3,1.75,1790,98019
451101,2,1.5,1510,98007
455000,4,1,1340,98116
650000,4,2.5,3350,98010
895000,3,2.5,2500,98112
800000,4,2.25,2350,98040
703770,4,2.25,2550,98006
249950,3,1.75,1320,98002
512000,2,2,1270,98105
780000,5,2.5,3480,98027
336000,3,2.25,2820,98092
285000,3,2,2110,98178
229900,3,1.75,1100,98032
667500,4,3,1920,98116
378000,4,2.5,1890,98045
454000,3,2.5,2530,98045
537500,4,2.5,2550,98075
425000,3,1,1550,98118
290000,3,2,1760,98030
349500,3,2,1270,98122
370000,3,2.75,1250,98136
549500,3,1.75,1620,98125
245000,2,1,710,98126
208000,3,1.75,1070,98010
248000,4,2.25,2320,98032
610000,4,3.25,5450,98042
550000,4,2.5,1670,98155
750000,3,2.75,3010,98045
192000,2,1.75,1340,98055
169317,2,1,790,98112
1.20E+06,4,3.5,3400,98112
880000,2,1,1530,98112
210000,1,1,930,98133
180500,3,1.5,1540,98058
540000,4,2,1990,98074
520000,3,1.75,2300,98072
177500,3,1.5,1220,98055
415000,3,1.75,2380,98118
495000,4,2.5,2020,98034
325000,3,2.25,1890,98168
440000,2,1.75,1330,98052
411000,3,1.75,1490,98155
810000,5,3.5,3550,98118
561750,5,1.75,2040,98008
835100,4,2.5,2380,98005
450000,3,2.25,1780,98034
238000,3,2.5,1650,98055
299000,3,1,1510,98001
570000,2,1,1100,98199
340000,3,1.75,2190,98042
450000,2,1.75,1760,98116
272750,4,1.5,1800,98146
520000,4,2,2000,98115
284950,3,1,990,98059
255000,2,1.5,1480,98188
231500,2,1,1200,98168
415000,1,2,3000,98014
330000,4,2.5,3504,98001
365000,3,1.5,1300,98028
425000,4,2,1330,98198
400000,4,1.75,1850,98108
335000,4,2.5,2240,98023
342000,3,3,1260,98144
490000,8,5,2800,98122
331500,4,1.75,1820,98059
960000,3,2.5,1730,98074
720500,4,2.5,3350,98053
830000,3,2.5,3370,98126
662990,3,1.75,1240,98116
220000,4,2,2340,98030
349950,5,2,1880,98118
550000,3,2,1810,98109
396000,3,1.75,2340,98106
635000,4,1.5,2820,98103
293000,3,1,1020,98133
339000,3,2.25,2090,98058
285000,4,2.25,1830,98030
775000,6,2.75,2980,98103
224000,4,1.5,1600,98002
2.25E+06,4,3.5,4440,98144
165050,3,1,1200,98022
275000,3,1.25,1230,98118
445000,5,3,2930,98118
510000,3,2.25,2370,98077
1.23E+06,4,2.5,3040,98040
390000,3,1.5,1610,98155
460000,3,2.25,2350,98028
700000,3,1.75,2000,98005
874150,4,3.5,3530,98034
470000,3,2.25,2220,98155
374000,3,1.75,2000,98033
510000,2,1.75,1210,98070
467000,2,2.5,1140,98107
576000,4,2.5,2440,98028
196440,3,2,1560,98001
825000,4,2.5,3210,98077
281000,2,1,930,98034
326000,3,2.5,1782,98125
340000,3,1.75,1740,98010
440000,5,1.75,3690,98042
749000,4,2.5,2930,98075
340000,4,1,1230,98034
561000,3,2,2000,98136
270000,3,2.25,1520,98038
600000,2,1,1040,98112
219900,4,1.5,1120,98042
617000,3,1.75,3020,98092
469000,3,2.25,1820,98034
229000,3,1,1370,98003
1.27E+06,4,3,3130,98102
365000,3,1.5,1640,98155
429000,4,2.5,2650,98001
550000,4,2.5,2850,98019
453000,3,2.5,1820,98166
187500,3,1.5,1180,98023
520500,6,2.5,1880,98133
300000,3,1.75,1280,98031
799000,4,3.25,3120,98115
338000,3,2.5,2470,98038
800000,3,1,1700,98122
360000,2,2,1180,98136
442500,6,2.5,2800,98177
700000,4,1,1300,98022
830000,5,3,3040,98040
360400,3,2.5,1630,98011
345000,3,1,1340,98056
300000,3,1.75,1830,98059
350000,3,1,1240,98056
368000,4,2,2500,98038
264000,3,1.75,1760,98023
435000,3,2,2660,98038
200000,3,1.5,2060,98055
620000,5,2.5,2540,98117
1.68E+06,5,4.25,4830,98040
337000,3,1.75,1400,98108
1.93E+06,4,3.25,4280,98004
544500,4,2.5,2230,98075
252000,1,1,680,98116
445000,4,2.5,2340,98106
379500,3,2.25,2070,98059
189950,4,2,1910,98001
469000,3,1,950,98122
600000,5,2.75,2910,98077
785000,3,2.5,2930,98059
372000,4,2.75,2610,98042
445000,5,3,3880,98056
508000,4,2.25,3320,98027
780000,5,1.5,1940,98103
541100,4,2.25,2510,98072
729000,4,2.5,2660,98029
397000,3,2,1710,98022
451555,2,1,1320,98116
300000,2,1,960,98155
416000,3,2.5,1790,98059
490000,2,1,950,98105
480000,6,3.75,2940,98146
368000,2,2,930,98199
1.04E+06,3,2.5,4570,98027
545000,3,2.5,2370,98146
850000,5,2.75,3430,98075
550000,4,3.5,3540,98055
600000,3,2.25,2240,98074
535000,4,2.5,2710,98155
599950,3,2.5,2660,98118
531000,5,2.75,2540,98108
530000,4,2.25,2210,98006
597326,4,4,3570,98040
805000,4,2.5,3450,98077
390000,4,1.75,2330,98058
487250,4,2,1690,98103
301000,3,1.5,1030,98155
1.18E+06,5,2.75,2560,98109
299000,4,2.5,1950,98178
2.35E+06,4,2.25,4370,98033
400000,4,2.5,2350,98106
467500,4,2.5,3160,98034
305000,4,2.5,2430,98023
210000,3,1,1340,98019
300000,3,1,1010,98014
327500,3,2.25,1770,98058
269000,3,2,1210,98031
975000,4,3.25,3330,98033
355000,3,1,1240,98133
712000,3,1,1250,98103
883000,4,2.5,2960,98072
190000,2,1,840,98010
443000,3,1.75,1530,98177
920000,4,3,3750,98074
285000,4,2.25,2150,98023
901000,4,3.25,1560,98126
552500,3,1.75,2040,98199
256000,2,1,860,98146
341000,3,1.5,1720,98155
279000,4,2.25,2090,98058
686000,4,2.25,2130,98006
225000,2,1,1300,98010
215500,2,1.75,1220,98001
950000,4,3,2420,98119
503000,4,2.5,2940,98014
780000,3,2.5,2610,98052
212000,4,2,1880,98178
580000,4,2.75,2330,98177
465000,4,2.5,2200,98144
206000,4,2,1720,98001
615000,3,2.5,2250,98006
519000,4,1,1640,98118
1.14E+06,4,3.25,4130,98059
330000,5,2.5,2600,98058
240000,4,1.5,1920,98178
574000,3,2,2060,98029
930000,4,4.25,5710,98092
850000,4,3,2720,98053
415000,3,1.5,1490,98034
480000,3,2.5,2360,98133
300000,5,1,1940,98188
439000,4,2.25,2570,98011
450000,3,1,1160,98028
589000,3,2.5,2660,98024
477000,3,2.25,1260,98029
587500,4,2.25,1780,98115
